day,city,name,count
2017-06-19,Суксун,live live,4
2017-06-20,Кунгур,jon lapook,5
2017-06-23,Нытва,ronald petersen,5
2017-06-25,Нытва,david goldberg,2
2017-06-26,Суксун,kezar stadium,9
2017-06-27,Нытва,linda lee,2
2017-06-28,Кунгур,tara narula,3
2017-06-28,Нытва,shannon cohn,3
2017-06-29,Кунгур,jon lapook,4
2017-06-29,Суксун,breaking news,3
2017-06-29,Нытва,richard weinshilboum,3
2017-06-30,Суксун,henry bello,6
2017-06-30,Нытва,today la,4
2017-06-30,Суксун,nanda pullela,3
2017-07-01,Нытва,elizabeth knoedler,5
2017-07-01,Нытва,who felt,3
2017-07-01,Кунгур,he commu,2
2017-07-01,Нытва,sent out,2
2017-07-02,Суксун,sridhar chilimuri,5
2017-07-02,Кунгур,congratulating her,2
2017-07-02,Суксун,se mail,2
2017-07-02,Кунгур,blocking me,2
2017-07-02,Кунгур,who felt,2
2017-07-03,Кунгур,john lapook,5
2017-07-03,Суксун,shamie is,3
2017-07-03,Суксун,neda shamie,2
2017-07-04,Нытва,john torres,4
2017-07-04,Нытва,black and,2
2017-07-05,Суксун,shamie is,3
2017-07-05,Кунгур,shamie is,3
2017-07-05,Нытва,christine curry,3
2017-07-05,Суксун,neda shamie,2
2017-07-05,Кунгур,neda shamie,2
2017-07-06,Кунгур,shamie is,3
2017-07-06,Кунгур,neda shamie,2
2017-07-07,Нытва,anne schuchat,4
2017-07-07,Нытва,john marshall,3
2017-07-08,Нытва,john friedewald,3
2017-07-08,Кунгур,shamie is,2
2017-07-08,Кунгур,neda shamie,2
2017-07-10,Нытва,ellen edens,2
2017-07-11,Нытва,john torres,4
2017-07-11,Кунгур,jon lapook,4
2017-07-11,Нытва,scholls dr,2
2017-07-12,Кунгур,jon lapook,6
2017-07-13,Нытва,stephan grupp,5
2017-07-13,Кунгур,shamie is,3
2017-07-13,Суксун,scholls dr,2
2017-07-13,Нытва,scholls dr,2
2017-07-13,Кунгур,neda shamie,2
2017-07-16,Суксун,richard dickerman,4
2017-07-16,Суксун,shamie is,3
2017-07-16,Суксун,del ray,3
2017-07-16,Суксун,neda shamie,3
2017-07-17,Кунгур,scholls dr,3
2017-07-17,Суксун,shamie is,3
2017-07-17,Кунгур,shamie is,2
2017-07-17,Суксун,neda shamie,2
2017-07-17,Кунгур,neda shamie,2
2017-07-18,Суксун,alok patel,6
2017-07-18,Нытва,scholls dr,2
2017-07-19,Кунгур,scholls dr,3
2017-07-19,Нытва,shamie is,3
2017-07-19,Суксун,shamie is,3
2017-07-19,Нытва,neda shamie,2
2017-07-19,Суксун,neda shamie,2
2017-07-19,Нытва,john torres,2
2017-07-20,Кунгур,shamie is,3
2017-07-20,Кунгур,neda shamie,2
2017-07-21,Суксун,michio hirano,6
2017-07-21,Кунгур,jon lapook,4
2017-07-21,Нытва,john torres,3
2017-07-21,Кунгур,shamie is,3
2017-07-21,Кунгур,scholls dr,2
2017-07-21,Кунгур,neda shamie,2
2017-07-22,Кунгур,jon lapook,6
2017-07-22,Кунгур,scholls dr,5
2017-07-25,Нытва,scholls dr,3
2017-07-26,Кунгур,tara narula,4
2017-07-26,Нытва,ann mckee,4
2017-07-27,Нытва,joseph alukal,4
2017-07-27,Нытва,melissa dennis,2
2017-07-28,Суксун,ben nordstrom,3
2017-07-29,Нытва,scott gottlieb,4
2017-07-30,Суксун,gaylord lopez,3
2017-07-30,Суксун,scholls dr,2
2017-07-30,Суксун,facebook scam,2
2017-07-31,Суксун,scholls dr,2
2017-07-31,Суксун,tom price,2
2017-08-01,Нытва,john torres,5
2017-08-01,Нытва,wilson compton,4
2017-08-01,Нытва,scholls dr,2
2017-08-03,Кунгур,jon lapook,3
2017-08-03,Нытва,christine moutier,3
2017-08-05,Нытва,el camino,10
2017-08-05,Кунгур,tracey woodruff,4
2017-08-05,Кунгур,neda shamie,2
2017-08-05,Кунгур,shamie is,2
2017-08-06,Нытва,raymond cox,4
2017-08-06,Нытва,patrick burns,3
2017-08-06,Нытва,scholls dr,3
2017-08-06,Кунгур,neda shamie,2
2017-08-06,Кунгур,shamie is,2
2017-08-07,Кунгур,e haight,5
2017-08-07,Суксун,shamie is,3
2017-08-07,Суксун,neda shamie,2
2017-08-08,Нытва,matthew stanley,3
2017-08-08,Нытва,scholls dr,3
2017-08-08,Суксун,scholls dr,2
2017-08-09,Нытва,ron bleday,6
2017-08-09,Нытва,steven cohen,5
2017-08-09,Нытва,lakshmi sammarco,4
2017-08-09,Кунгур,shamie is,3
2017-08-09,Суксун,on average,2
2017-08-09,Кунгур,neda shamie,2
2017-08-10,Кунгур,jon lapook,4
2017-08-11,Кунгур,scholls dr,4
2017-08-11,Кунгур,shamie is,3
2017-08-11,Кунгур,neda shamie,2
2017-08-12,Нытва,scholls dr,2
2017-08-12,Нытва,neil meehan,2
2017-08-13,Суксун,shamie is,3
2017-08-13,Суксун,neda shamie,2
2017-08-14,Нытва,shamie is,3
2017-08-14,Суксун,shamie is,3
2017-08-14,Нытва,neda shamie,2
2017-08-14,Суксун,neda shamie,2
2017-08-15,Кунгур,jon lapook,4
2017-08-15,Нытва,scholls dr,3
2017-08-15,Кунгур,shamie is,3
2017-08-15,Кунгур,neda shamie,2
2017-08-16,Кунгур,calvin o,4
2017-08-16,Нытва,davidduke thank,3
2017-08-17,Кунгур,jon lapook,3
2017-08-20,Кунгур,scholls dr,2
2017-08-21,Суксун,larry nassar,9
2017-08-21,Кунгур,shamie is,3
2017-08-21,Суксун,jim green,3
2017-08-21,Суксун,scholls dr,2
2017-08-21,Кунгур,neda shamie,2
2017-08-22,Суксун,wlas p,8
2017-08-22,Нытва,joshua samuels,4
2017-08-22,Нытва,john torres,4
2017-08-22,Нытва,carissa baker,4
2017-08-22,Суксун,gbraltar dr,3
2017-08-22,Суксун,graltar dr,2
2017-08-23,Кунгур,kelli ward,12
2017-08-23,Нытва,john torres,4
2017-08-23,Нытва,robert tauxe,3
2017-08-23,Нытва,sumeet chugh,2
2017-08-23,Кунгур,scholls dr,2
2017-08-24,Кунгур,jon lapook,5
2017-08-24,Кунгур,scholls dr,2
2017-08-25,Кунгур,scholls dr,6
2017-08-26,Кунгур,sonia badreshia,2
2017-08-30,Суксун,stephan grupp,2
2017-08-31,Нытва,john torres,5
2017-09-01,Кунгур,shamie is,3
2017-09-01,Кунгур,neda shamie,3
2017-09-04,Кунгур,shamie is,3
2017-09-04,Нытва,frank blair,3
2017-09-04,Кунгур,neda shamie,3
2017-09-04,Суксун,shamie is,3
2017-09-04,Нытва,neda shamie,2
2017-09-04,Нытва,shamie is,2
2017-09-04,Суксун,neda shamie,2
2017-09-05,Нытва,scholls dr,4
2017-09-05,Кунгур,frank c,3
2017-09-05,Кунгур,frank blair,2
2017-09-08,Суксун,neda shamie,3
2017-09-08,Суксун,shamie is,3
2017-09-08,Кунгур,scholls scholls,2
2017-09-09,Кунгур,neda shamie,3
2017-09-09,Кунгур,shamie is,3
2017-09-09,Нытва,david dosa,3
2017-09-10,Нытва,john torres,8
2017-09-11,Суксун,louis freeman,5
2017-09-11,Суксун,scholls dr,2
2017-09-12,Нытва,scholls dr,2
2017-09-13,Нытва,joann manson,7
2017-09-13,Нытва,wendy hurst,4
2017-09-13,Суксун,randy katz,3
2017-09-13,Нытва,scholls dr,2
2017-09-14,Кунгур,jon lapook,4
2017-09-14,Нытва,michael moore,2
2017-09-15,Кунгур,neda shamie,3
2017-09-15,Нытва,jane salmon,3
2017-09-15,Кунгур,shamie is,3
2017-09-16,Кунгур,shamie is,3
2017-09-16,Кунгур,neda shamie,2
2017-09-18,Суксун,jennifer ashton,2
2017-09-18,Суксун,scholls born,2
2017-09-19,Кунгур,jon lapook,4
2017-09-20,Нытва,lucy jones,3
2017-09-21,Нытва,sean mackey,3
2017-09-21,Нытва,lucy jones,2
2017-09-23,Нытва,scholls dr,2
2017-09-26,Суксун,happening now,3
2017-09-27,Нытва,campus dr,13
2017-09-27,Нытва,orlando aponte,4
2017-09-27,Суксун,greg postel,3
2017-09-28,Кунгур,jon lapook,6
2017-09-28,Нытва,jonathan hemler,2
2017-09-29,Нытва,deborah rhodes,4
2017-09-30,Кунгур,jon lapook,7
2017-10-01,Нытва,john torres,6
2017-10-02,Суксун,jay coates,4
2017-10-02,Суксун,shamie is,3
2017-10-02,Суксун,neda shamie,2
2017-10-03,Суксун,shamie is,3
2017-10-03,Суксун,neda shamie,2
2017-10-05,Кунгур,jon lapook,5
2017-10-05,Кунгур,scholls dr,2
2017-10-06,Нытва,dalvir pannu,3
2017-10-07,Кунгур,shamie is,3
2017-10-07,Кунгур,laura protect,3
2017-10-07,Кунгур,neda shamie,2
2017-10-07,Кунгур,laura lucas,2
2017-10-08,Нытва,scholls dr,2
2017-10-09,Суксун,mark west,2
2017-10-10,Нытва,vermillion way,12
2017-10-10,Нытва,lambert dr,11
2017-10-10,Кунгур,shamie is,3
2017-10-10,Кунгур,neda shamie,2
2017-10-11,Суксун,shamie is,3
2017-10-11,Суксун,neda shamie,2
2017-10-12,Суксун,sperring rd,3
2017-10-13,Нытва,jean bennett,5
2017-10-14,Нытва,thomas krzmarzick,5
2017-10-14,Нытва,mona khanna,4
2017-10-15,Нытва,neda shamie,2
2017-10-15,Нытва,shamie is,2
2017-10-16,Кунгур,tara narula,6
2017-10-17,Кунгур,napa sonoma,5
2017-10-17,Нытва,john pharmacists,3
2017-10-18,Нытва,fallon rd,7
2017-10-19,Нытва,erich sturgis,5
2017-10-19,Нытва,john torres,4
2017-10-21,Нытва,cynthia rivera,4
2017-10-21,Нытва,pepper snapple,3
2017-10-22,Кунгур,roantor guydesdale,4
2017-10-22,Кунгур,maiden un,2
2017-10-24,Кунгур,karen milman,15
2017-10-25,Нытва,manuel villar,6
2017-10-25,Нытва,david hyman,5
2017-10-25,Кунгур,jon lapook,4
2017-10-26,Кунгур,jon lapook,6
2017-10-27,Суксун,said was,5
2017-10-27,Нытва,leana wen,3
2017-10-28,Нытва,klein rd,12
2017-10-28,Кунгур,san jose,5
2017-10-29,Кунгур,jon lapook,6
2017-10-29,Кунгур,frederica s,5
2017-10-30,Суксун,thomas steinemann,2
2017-10-31,Нытва,steven nissen,4
2017-11-03,Нытва,elizabeth shpall,3
2017-11-03,Нытва,joanne stone,2
2017-11-06,Суксун,kenneth kingdon,5
2017-11-09,Нытва,jennifer litton,3
2017-11-11,Кунгур,larry nassar,13
2017-11-13,Суксун,jennifer ashton,4
2017-11-14,Суксун,harry edwards,5
2017-11-14,Нытва,haitham ahmed,4
2017-11-14,Кунгур,jon lapook,3
2017-11-14,Нытва,john torres,3
2017-11-15,Кунгур,jon lapook,4
2017-11-20,Суксун,william barber,6
2017-11-20,Суксун,sachin shah,4
2017-11-20,Кунгур,bal harborw,2
2017-11-22,Суксун,phil celebrating,3
2017-11-25,Кунгур,florian jaeger,7
2017-11-26,Нытва,gregory anderson,2
2017-11-27,Суксун,harder rd,6
2017-11-27,Суксун,james dobson,4
2017-11-27,Суксун,linda mar,2
2017-12-01,Нытва,lucy jones,3
2017-12-03,Нытва,john torres,5
2017-12-03,Нытва,robert levin,5
2017-12-03,Нытва,william schaffner,4
2017-12-03,Нытва,shivani reddy,4
2017-12-03,Нытва,john marshall,3
2017-12-04,Кунгур,tara narula,9
2017-12-04,Суксун,jennifer ashton,4
2017-12-05,Нытва,wendy hurst,3
2017-12-05,Нытва,robert gunby,2
2017-12-06,Суксун,sunset blvd,2
2017-12-07,Нытва,tara shirazian,4
2017-12-07,Кунгур,jon lapook,3
2017-12-07,Суксун,sunset blvd,2
2017-12-07,Нытва,warren line,2
2017-12-09,Нытва,shivani reddy,3
2017-12-10,Нытва,john torres,3
2017-12-11,Суксун,phil developing,6
2017-12-11,Суксун,rui world,6
2017-12-11,Суксун,rui abc,5
2017-12-11,Суксун,rui bocnews,4
2017-12-11,Суксун,phil kala,2
2017-12-12,Нытва,harold koplewicz,2
2017-12-16,Кунгур,karen smith,3
2017-12-19,Кунгур,jon lapook,3
2017-12-19,Нытва,paul offit,3
2017-12-20,Суксун,larry nassar,2
2017-12-20,Суксун,larry nasser,2
2017-12-21,Кунгур,cbs evening,3
2017-12-21,Кунгур,tara narula,3
2017-12-21,Кунгур,jon lapook,3
2017-12-22,Нытва,andrew kolodny,4
2017-12-22,Кунгур,jon lapook,3
2017-12-24,Кунгур,jon lapook,3
2017-12-24,Суксун,ed krupp,2
2017-12-25,Суксун,jennifer ashton,8
2017-12-26,Суксун,jennifer ashton,4
2017-12-27,Кунгур,jon lapook,5
2017-12-27,Кунгур,mary healy,5
2017-12-27,Суксун,elizabeth pomfret,2
2017-12-28,Нытва,mark esper,5
2017-12-31,Нытва,taaha shakir,4
2017-12-31,Нытва,john torres,3
2018-01-02,Нытва,ot aal,2
2018-01-05,Нытва,john torres,3
2018-01-06,Суксун,piedmont ave,4
2018-01-06,Кунгур,sonja santelises,3
2018-01-06,Суксун,trestle glen,3
2018-01-06,Нытва,deborah lehman,2
2018-01-07,Нытва,dhiruj kirpalani,4
2018-01-08,Суксун,scholls born,2
2018-01-08,Суксун,wally ghurabi,2
2018-01-09,Суксун,billy earle,10
2018-01-09,Нытва,michael rich,6
2018-01-09,Кунгур,jon lapook,3
2018-01-09,Кунгур,allan hansen,3
2018-01-09,Суксун,rry creek,2
2018-01-10,Суксун,peter shearer,3
2018-01-11,Суксун,jennifer ashton,9
2018-01-11,Нытва,john torres,2
2018-01-12,Нытва,john torres,8
2018-01-12,Суксун,jennifer ashton,7
2018-01-12,Кунгур,mohan suntha,4
2018-01-12,Суксун,jesse jacob,3
2018-01-12,Нытва,lisa maragakis,3
2018-01-12,Суксун,dan jernigan,2
2018-01-13,Нытва,john torres,3
2018-01-13,Кунгур,dan jernigan,3
2018-01-13,Кунгур,jon lapook,3
2018-01-13,Нытва,mohan suntha,3
2018-01-14,Суксун,jennifer ashton,3
2018-01-15,Суксун,martin luther,33
2018-01-16,Кунгур,bernice a,13
2018-01-16,Суксун,ronny jackson,5
2018-01-16,Нытва,elizabeth howell,3
2018-01-17,Суксун,erick eiting,3
2018-01-17,Нытва,john torres,2
2018-01-17,Кунгур,jon lapook,2
2018-01-18,Суксун,erick eiting,4
2018-01-19,Суксун,alicia fry,3
2018-01-19,Суксун,fari kamalpour,2
2018-01-19,Нытва,nicole bouvier,2
2018-01-19,Кунгур,paul hinrichs,2
2018-01-20,Нытва,john torres,9
2018-01-20,Нытва,andrew miller,4
2018-01-20,Нытва,scholls dr,2
2018-01-21,Нытва,john torres,4
2018-01-21,Нытва,gustavo oderich,2
2018-01-22,Суксун,fari kamalpour,2
2018-01-22,Суксун,list breaking,2
2018-01-23,Нытва,eitan dickman,3
2018-01-23,Кунгур,jon lapook,2
2018-01-24,Нытва,jeffrey lewis,3
2018-01-24,Суксун,christine haines,2
2018-01-25,Нытва,jeremy heit,4
2018-01-25,Кунгур,larry nassar,3
2018-01-25,Кунгур,jon lapook,3
2018-01-25,Нытва,howard riina,3
2018-01-25,Нытва,sophia grant,2
2018-01-26,Суксун,jennifer ashton,8
2018-01-26,Суксун,dan jernigan,6
2018-01-26,Нытва,andrew kolodny,4
2018-01-27,Кунгур,kovan met,4
2018-01-27,Кунгур,kovas met,4
2018-01-27,Кунгур,larry nassar,3
2018-01-27,Кунгур,tara narula,2
2018-01-27,Кунгур,jon lapook,2
2018-01-27,Нытва,daniel jernigan,2
2018-01-28,Кунгур,sandy la,6
2018-01-28,Кунгур,sandy un,4
2018-01-28,Нытва,lee goldstein,3
2018-01-29,Суксун,david hilden,4
2018-01-29,Суксун,mission blyd,4
2018-01-29,Суксун,jennifer ashton,4
2018-01-29,Суксун,hany atallah,3
2018-01-30,Нытва,alison black,4
2018-01-30,Нытва,john torres,4
2018-01-30,Суксун,hany atallah,2
2018-01-31,Нытва,huda zoghbi,4
2018-01-31,Нытва,dion samerson,2
2018-01-31,Суксун,judah fierstein,2
2018-02-01,Нытва,melisa lai,7
2018-02-01,Суксун,jennifer ashton,6
2018-02-01,Нытва,timothy hendrix,5
2018-02-01,Нытва,shalini shah,4
2018-02-01,Кунгур,jose abramson,2
2018-02-01,Кунгур,josep call,2
2018-02-02,Кунгур,tara narula,3
2018-02-02,Нытва,susan gilchrist,3
2018-02-02,Нытва,aaron strumwasser,3
2018-02-02,Кунгур,hany atallah,2
2018-02-02,Кунгур,jon lapook,2
2018-02-02,Суксун,anne schuchat,2
2018-02-03,Кунгур,anne schuchat,3
2018-02-03,Кунгур,jon lapook,3
2018-02-03,Нытва,eitan dickman,3
2018-02-03,Нытва,anne schuchat,2
2018-02-04,Нытва,alana ginsburg,2
2018-02-05,Суксун,anne schuchat,4
2018-02-05,Суксун,len horovitz,3
2018-02-05,Суксун,larry buy,3
2018-02-05,Суксун,scholls born,3
2018-02-05,Суксун,mark rosenberg,3
2018-02-05,Суксун,larry nassar,2
2018-02-05,Суксун,larry forward,2
2018-02-06,Суксун,mary bassett,7
2018-02-06,Суксун,anne schuchat,4
2018-02-06,Нытва,nicole bouvier,3
2018-02-08,Кунгур,jon lapook,3
2018-02-08,Нытва,john torres,3
2018-02-08,Кунгур,david levine,2
2018-02-09,Нытва,anne schuchat,5
2018-02-09,Кунгур,shane mckinney,3
2018-02-09,Кунгур,jay douglas,2
2018-02-09,Суксун,anne schuchat,2
2018-02-09,Суксун,peter shearer,2
2018-02-10,Нытва,andrew kolodny,4
2018-02-10,Кунгур,michael tugetman,4
2018-02-10,Кунгур,anne schuchat,4
2018-02-10,Кунгур,jon lapook,3
2018-02-10,Нытва,rodney page,2
2018-02-11,Суксун,lawrence eisenstein,3
2018-02-12,Суксун,peter shearer,5
2018-02-12,Суксун,anne schuchat,3
2018-02-13,Кунгур,jon lapook,3
2018-02-13,Суксун,valerie rao,3
2018-02-13,Кунгур,david brenner,3
2018-02-13,Нытва,robin dretler,2
2018-02-13,Кунгур,andrew kolodny,2
2018-02-16,Суксун,dan jernigan,4
2018-02-16,Кунгур,where and,2
2018-02-17,Кунгур,jon lapook,4
2018-02-18,Суксун,john garrett,2
2018-02-18,Нытва,adriane fugh,2
2018-02-20,Нытва,antonia baum,3
2018-02-21,Кунгур,gregory perry,9
2018-02-21,Кунгур,gregory different,5
2018-02-21,Кунгур,tara narula,4
2018-02-21,Кунгур,perry cleveland,2
2018-02-21,Кунгур,cbs evening,2
2018-02-21,Нытва,bj lanser,2
2018-02-21,Кунгур,perry found,2
2018-02-23,Нытва,dan jernigan,9
2018-02-23,Нытва,lynn welling,2
2018-02-25,Кунгур,jon lapook,4
2018-02-26,Кунгур,jon lapook,6
2018-02-26,Суксун,scholls born,3
2018-02-27,Кунгур,timothy cunningham,11
2018-02-27,Кунгур,tara narula,8
2018-02-27,Нытва,harold koplewicz,2
2018-02-28,Кунгур,omri ben,2
2018-03-02,Кунгур,jon lapook,3
2018-03-02,Кунгур,anthony fauci,2
2018-03-03,Нытва,tuolumne rd,2
2018-03-06,Кунгур,khalil ahmed,2
2018-03-07,Кунгур,anne schuchat,3
2018-03-07,Нытва,mark rubinstein,3
2018-03-07,Кунгур,aaron weiner,2
2018-03-10,Нытва,elisa port,3
2018-03-10,Кунгур,peter bach,3
2018-03-10,Кунгур,tara narula,3
2018-03-11,Кунгур,jennifer gonzales,9
2018-03-11,Суксун,jennifer dr,7
2018-03-12,Суксун,novato home,11
2018-03-12,Суксун,jennifer dr,7
2018-03-12,Суксун,jennifer ashton,4
2018-03-12,Кунгур,jennifer dr,2
2018-03-13,Нытва,kevin doody,4
2018-03-13,Кунгур,tara narula,2
2018-03-15,Кунгур,tara narula,3
2018-03-15,Кунгур,sherri mason,3
2018-03-16,Кунгур,rebecca martinez,3
2018-03-19,Суксун,austin explosion,6
2018-03-19,Суксун,jennifer gray,4
2018-03-19,Суксун,alex tayler,4
2018-03-19,Суксун,scholls born,4
2018-03-19,Нытва,andrew kolodny,3
2018-03-19,Суксун,austin serial,2
2018-03-20,Кунгур,jennifer gray,13
2018-03-20,Кунгур,jennifer golick,12
2018-03-20,Суксун,alex tayler,3
2018-03-21,Кунгур,james scott,5
2018-03-21,Кунгур,jon lapook,2
2018-03-21,Кунгур,stephanie page,2
2018-03-22,Нытва,haitham ahmed,3
2018-03-22,Кунгур,jon lapook,2
2018-03-25,Нытва,john torres,5
2018-03-25,Кунгур,jon lapook,3
2018-03-25,Суксун,philip thrush,2
2018-03-28,Кунгур,tara narula,4
2018-03-28,Кунгур,james liu,3
2018-03-28,Нытва,james liu,3
2018-03-29,Кунгур,david shulkin,10
2018-03-29,Нытва,janette nesheiwat,2
2018-03-30,Суксун,bennet omalu,8
2018-03-30,Нытва,our ingraham,2
2018-03-30,Нытва,martin luther,2
2018-03-31,Нытва,bennet omalu,4
2018-03-31,Нытва,john torres,2
2018-03-31,Кунгур,bennet omalu,2
2018-03-31,Нытва,martin luther,2
2018-04-01,Нытва,martin luther,2
2018-04-02,Суксун,roger thompson,5
2018-04-02,Кунгур,ronny mike,4
2018-04-03,Нытва,martin luther,2
2018-04-04,Кунгур,jon lapook,4
2018-04-05,Нытва,arjun srinivasan,3
2018-04-05,Суксун,phillip coule,3
2018-04-06,Нытва,leana wen,5
2018-04-06,Нытва,jerome m,3
2018-04-06,Кунгур,jan gorniak,2
2018-04-06,Кунгур,tom farley,2
2018-04-07,Кунгур,dangerous detour,2
2018-04-09,Суксун,jonathan chen,2
2018-04-12,Нытва,gail saltz,4
2018-04-14,Нытва,allen taylor,4
2018-04-14,Нытва,helen egger,4
2018-04-16,Суксун,breaking news,2
2018-04-17,Нытва,roy herbst,4
2018-04-17,Нытва,wabc verizon,2
2018-04-17,Нытва,verizon sean,2
2018-04-17,Нытва,wabc nightly,2
2018-04-19,Нытва,haitham ahmed,3
2018-04-19,Кунгур,ken hudnut,2
2018-04-20,Нытва,orrin devinsky,4
2018-04-20,Нытва,marc myer,3
2018-04-21,Кунгур,jon lapook,3
2018-04-21,Нытва,angelique campen,3
2018-04-23,Кунгур,jon lapook,4
2018-04-24,Кунгур,babak jahromi,3
2018-04-24,Суксун,ronny jackson,3
2018-04-25,Кунгур,ronny jackson,23
2018-04-26,Кунгур,jackson cbs,41
2018-04-26,Кунгур,ronny jackson,40
2018-04-26,Нытва,john torres,4
2018-04-27,Кунгур,ruth ballard,4
2018-04-28,Кунгур,jon lapook,2
2018-04-30,Нытва,ernest rasyidi,4
2018-05-01,Нытва,karen gribbin,5
2018-05-01,Нытва,john torres,3
2018-05-01,Кунгур,police shooting,2
2018-05-02,Нытва,harold bornstein,12
2018-05-02,Суксун,harold bornstein,8
2018-05-02,Нытва,sapna patel,5
2018-05-02,Кунгур,recommended for,4
2018-05-02,Суксун,jacob bornstein,4
2018-05-02,Нытва,lyle petersen,3
2018-05-02,Нытва,scholls dr,2
2018-05-04,Кунгур,carol l,3
2018-05-05,Суксун,steve g,7
2018-05-05,Суксун,frank lovecchio,4
2018-05-05,Нытва,recommended for,4
2018-05-05,Суксун,steve gjones,3
2018-05-05,Нытва,diane young,3
2018-05-07,Нытва,john torres,5
2018-05-07,Кунгур,bc cbs,2
2018-05-08,Кунгур,tara narula,5
2018-05-09,Суксун,berchaun nicholls,3
2018-05-11,Нытва,andrew alexis,2
2018-05-14,Суксун,jennifer ashton,3
2018-05-15,Нытва,john torres,4
2018-05-17,Нытва,greg plemmons,2
2018-05-18,Кунгур,jon lapook,5
2018-05-19,Нытва,dario zagar,2
2018-05-20,Нытва,hans keirstead,5
2018-05-22,Нытва,mark mahone,3
2018-05-23,Нытва,george tyndall,16
2018-05-23,Нытва,alfiee breland,3
2018-05-24,Кунгур,tara narula,3
2018-05-25,Кунгур,elias dakwar,2
2018-05-25,Суксун,dianne g,2
2018-05-25,Суксун,dianne nacocathletics,2
2018-05-26,Нытва,accidents involving,3
2018-05-27,Нытва,nelson freimer,4
2018-05-27,Нытва,john torres,3
2018-05-27,Кунгур,muir rd,2
2018-05-30,Суксун,yer rd,3
2018-05-30,Суксун,byer rd,2
2018-05-31,Нытва,richard wender,5
2018-05-31,Нытва,mark pochapin,4
2018-05-31,Кунгур,jon lapook,2
2018-06-03,Суксун,jennifer ashton,29
2018-06-03,Суксун,whitney bowe,7
2018-06-04,Нытва,john torres,4
2018-06-04,Суксун,erich p,2
2018-06-05,Кунгур,jon lapook,4
2018-06-05,Кунгур,steven rosenberg,3
2018-06-07,Нытва,jerome adams,4
2018-06-07,Нытва,christine moutier,3
2018-06-09,Нытва,john torres,5
2018-06-10,Кунгур,culloden park,4
2018-06-10,Кунгур,christine moutier,3
2018-06-13,Кунгур,deborah meyers,17
2018-06-13,Кунгур,robert hickey,12
2018-06-14,Нытва,ej caterson,3
2018-06-16,Кунгур,jon lapook,5
2018-06-17,Нытва,elsie taveras,3
2018-06-19,Нытва,colleen kraft,2
2018-06-20,Нытва,brett webb,2
2018-06-22,Суксун,connie cubillos,4
2018-06-22,Суксун,andrew lodge,3
2018-06-24,Кунгур,bailey rd,8
2018-06-26,Нытва,brad johnson,17
2018-06-26,Нытва,david levine,2
2018-06-27,Нытва,john torres,6
2018-06-27,Нытва,darell bigner,4
2018-06-27,Кунгур,darell bigner,2
2018-06-30,Нытва,dylan stewart,2
2018-07-01,Суксун,booty baby,2
2018-07-02,Суксун,breaking news,14
2018-07-02,Суксун,via granada,5
2018-07-02,Суксун,woodford dr,3
2018-07-02,Суксун,peter shearer,3
2018-07-03,Нытва,mary ann,4
2018-07-03,Нытва,john torres,2
2018-07-05,Нытва,john torres,4
2018-07-05,Нытва,brooke tudor,2
2018-07-07,Суксун,andrew ordon,42
2018-07-07,Нытва,strange was,6
2018-07-09,Суксун,paul auerbach,2
2018-07-10,Нытва,pitchayuth pinyo,10
2018-07-10,Суксун,big sur,7
2018-07-10,Суксун,loop road,4
2018-07-10,Суксун,almaden rd,4
2018-07-10,Нытва,john torres,3
2018-07-11,Нытва,john torres,5
2018-07-19,Нытва,haripriya maddur,3
2018-07-21,Нытва,mark hausknecht,4
2018-07-23,Суксун,kevin lisman,9
2018-07-23,Суксун,scott creek,3
2018-07-23,Суксун,alpesh shah,3
2018-07-26,Нытва,john torres,5
2018-07-26,Нытва,richard isaacson,2
2018-07-26,Кунгур,jon lapook,2
2018-07-26,Нытва,heather snyder,2
2018-07-27,Нытва,mary d,4
2018-07-28,Нытва,john torres,4
2018-07-28,Нытва,anna lembke,3
2018-07-29,Нытва,rae madison,2
2018-07-29,Нытва,dana levin,2
2018-08-01,Нытва,or urn,5
2018-08-02,Нытва,john torres,4
2018-08-06,Кунгур,springs rd,3
2018-08-06,Кунгур,lumne st,2
2018-08-07,Нытва,jeff boehm,2
2018-08-09,Нытва,john torres,5
2018-08-09,Нытва,william grobman,3
2018-08-09,Суксун,maryclare sarff,2
2018-08-10,Суксун,randy demik,3
2018-08-13,Нытва,william schaffner,2
2018-08-13,Нытва,inside nasa,2
2018-08-13,Нытва,eugene n,2
2018-08-15,Нытва,all an,2
2018-08-16,Нытва,william cefalu,5
2018-08-16,Кунгур,matt rahn,5
2018-08-17,Нытва,throckmorton my,3
2018-08-19,Нытва,catherine juillard,3
2018-08-19,Нытва,christopher colwell,2
2018-08-20,Нытва,leon moskatel,4
2018-08-20,Нытва,deborah gilboa,3
2018-08-21,Нытва,irena hristic,2
2018-08-23,Кунгур,elizabeth meade,2
2018-08-24,Кунгур,came through,3
2018-08-27,Суксун,scholls massaging,3
2018-08-27,Суксун,scholls dr,2
2018-08-28,Кунгур,matt rahn,5
2018-08-28,Нытва,gary goldenberg,4
2018-08-29,Кунгур,kelli ward,4
2018-08-29,Нытва,carl backer,4
2018-08-29,Нытва,lynn goldman,4
2018-08-29,Кунгур,kelli d,3
2018-08-29,Кунгур,kei ward,2
2018-08-30,Кунгур,matt rahn,6
